,title,year_publication,budget,revenue,runtime,genre_ids,original_language,popularity,id_movie,vote_average,vote_count
2945,Happiness,1998,3000000,2807390.0,139.0,"[35, 18]",en,5.493697,10683,7.4,197.0
2946,Reach The Rock,1998,0,0.0,100.0,"[35, 18]",en,0.158503,63709,7.5,3.0
2947,Apt Pupil,1998,14000000,0.0,107.0,"[18, 53]",en,15.352714,9445,6.2,168.0
2948,Pleasantville,1998,0,0.0,124.0,"[14, 18, 35]",en,11.0874,2657,7.1,498.0
2949,Soldier,1998,75000000,14567883.0,99.0,"[28, 10752, 878]",en,7.970031,9425,6.1,226.0
2950,The Cruise,1998,0,0.0,76.0,[99],en,0.802931,32326,7.8,8.0
2951,Life Is Beautiful,1997,20000000,229400000.0,116.0,"[35, 18]",it,39.39497,637,8.3,3643.0
2952,Orgazmo,1997,1000000,0.0,94.0,[35],en,5.919725,8675,6.2,116.0
2953,Shattered Image,1998,0,0.0,103.0,[],en,0.050217,125762,0.0,0.0
2954,Tales from the Darkside: The Movie,1990,3500000,16324573.0,93.0,"[53, 35, 14, 27]",en,5.732016,20701,5.8,92.0
2955,Vampires,1998,20000000,0.0,108.0,"[28, 18, 14, 27, 53]",en,13.318722,9945,5.8,262.0
2956,American History X,1998,20000000,23875127.0,119.0,[18],en,18.157166,73,8.2,3120.0
2957,Hands on a Hard Body: The Documentary,1997,0,0.0,98.0,[99],en,0.495079,18603,8.7,6.0
2958,Living Out Loud,1998,12000000,12902790.0,100.0,"[35, 18, 10749]",en,1.575026,46889,5.4,12.0
2959,Belly,1998,0,0.0,96.0,"[80, 18]",en,3.436535,12888,6.1,42.0
2960,Gods and Monsters,1998,10000000,6451628.0,105.0,[18],en,6.788021,3033,6.8,82.0
2961,The Siege,1998,70000000,116672912.0,116.0,"[18, 28, 53, 80]",en,9.019114,9882,6.1,361.0
2962,The Waterboy,1998,23000000,185991646.0,90.0,[35],en,9.461823,10663,5.9,521.0
2963,Elizabeth,1998,30000000,82150642.0,124.0,"[18, 36]",en,7.566321,4518,7.2,346.0
2964,Velvet Goldmine,1998,0,1053788.0,119.0,"[18, 10402]",en,16.5293,1808,6.9,119.0
2965,I Still Know What You Did Last Summer,1998,65000000,40002112.0,100.0,"[27, 9648, 53]",en,11.023042,3600,5.1,381.0
2966,I'll Be Home for Christmas,1998,30000000,0.0,86.0,"[35, 10751]",en,3.366048,17037,5.2,65.0
2967,Meet Joe Black,1998,90000000,142940100.0,178.0,"[14, 18, 9648]",en,14.026744,297,6.9,1174.0
2968,Dancing at Lughnasa,1998,0,0.0,96.0,[18],en,1.157399,5332,6.0,10.0
2969,Hard Core Logo,1996,0,0.0,92.0,"[18, 35, 10402]",en,0.88051,21589,6.4,8.0
2970,The Naked Man,1998,0,0.0,98.0,"[35, 53]",en,0.942562,8336,6.0,3.0
2971,Runaway Train,1985,9000000,7936012.0,111.0,"[28, 53]",en,15.236541,11893,7.0,129.0
2972,Desert Bloom,1986,0,0.0,105.0,"[18, 10751]",en,1.229428,123056,4.9,8.0
2973,The Stepford Wives,1975,0,0.0,117.0,"[27, 9648, 878]",en,3.94547,12223,6.7,79.0
2974,The Pope of Greenwich Village,1984,0,0.0,121.0,"[18, 28, 35, 80]",en,4.652503,32081,6.4,40.0
2975,Sid & Nancy,1986,4000000,2826523.0,111.0,"[18, 10402, 10749]",en,5.681582,14924,7.0,106.0
2976,Mona Lisa,1986,0,5794184.0,104.0,"[18, 80, 10749]",en,3.095584,10002,6.7,62.0
2977,Heart Condition,1990,0,4100000.0,100.0,"[14, 35, 878]",en,5.531486,41817,5.1,25.0
2978,The Big Chill,1983,0,0.0,105.0,"[35, 18]",en,11.620392,12560,6.8,124.0
2979,Enemy of the State,1998,90000000,250649836.0,132.0,"[28, 18, 53]",en,12.978751,9798,6.7,1266.0
2980,The Rugrats Movie,1998,30000000,100491683.0,79.0,"[16, 10751]",en,5.154373,14444,5.8,149.0
2981,A Bug's Life,1998,120000000,363258859.0,95.0,"[12, 16, 35, 10751]",en,16.869209,9487,6.8,2379.0
2982,Celebrity,1998,0,0.0,113.0,"[18, 35]",en,5.704352,9466,6.0,113.0
2983,Central Station,1998,2900000,5596708.0,113.0,[18],pt,4.919716,666,7.6,132.0
2984,Savior,1998,10000000,0.0,99.0,"[36, 18, 10752]",en,3.699017,2042,7.1,29.0
2985,Waking Ned,1998,0,0.0,91.0,"[35, 10749]",en,4.502687,10162,7.4,58.0
2986,Glen or Glenda,1953,0,0.0,71.0,"[35, 18]",en,1.750815,24018,4.6,32.0
2987,Godzilla,1954,1000000,0.0,96.0,"[53, 27, 878]",ja,13.153272,1678,6.9,194.0
2988,Godzilla 1985,1984,2000000,4100000.0,87.0,"[28, 18, 27, 878, 53]",ja,2.894009,39256,6.7,34.0
2989,King Kong vs. Godzilla,1962,0,0.0,98.0,"[28, 12, 878]",ja,2.894775,1680,6.0,48.0
2990,King Kong,1933,672000,10000000.0,100.0,"[28, 12, 18, 27]",en,8.73274,244,7.7,346.0
2991,King Kong,1976,23000000,90614445.0,134.0,"[12, 18]",en,5.810716,10730,5.9,179.0
2992,King Kong Lives,1986,10000000,4711220.0,105.0,"[28, 27]",en,2.663294,31947,4.6,29.0
2993,Desperately Seeking Susan,1985,5000000,27400000.0,104.0,[35],en,8.679349,8130,6.0,99.0
2994,The Emerald Forest,1985,0,24467000.0,114.0,"[28, 12, 18]",en,19.520733,11532,7.0,64.0
2995,Fletch,1985,8000000,59612888.0,98.0,"[35, 80, 9648]",en,6.040486,9749,6.8,210.0
2996,Fletch Lives,1989,8045760,35150960.0,95.0,"[35, 80, 9648]",en,10.357224,14628,5.8,98.0
2997,Red Sonja,1985,17900000,6948633.0,89.0,"[12, 14, 28]",en,10.014248,9626,5.0,211.0
2998,Gung Ho,1986,0,36611610.0,111.0,"[35, 18]",en,6.853782,13698,6.2,47.0
2999,The Money Pit,1986,10000000,54999651.0,91.0,"[35, 10749]",en,7.054864,10466,6.2,288.0
3000,A View to a Kill,1985,30000000,152427960.0,131.0,"[12, 28, 53]",en,12.840798,707,6.0,515.0
3001,Lifeforce,1985,25000000,0.0,116.0,"[14, 27, 878, 53]",en,13.561368,11954,6.2,136.0
3002,Police Academy,1984,4500000,146198896.0,96.0,"[35, 80]",en,8.354488,9336,6.5,614.0
3003,Police Academy 2: Their First Assignment,1985,0,55600000.0,87.0,"[35, 80]",en,9.021668,10157,5.6,349.0
3004,Police Academy 3: Back in Training,1986,0,43579163.0,83.0,"[35, 80]",en,7.10005,12118,5.5,259.0
3005,Police Academy 4: Citizens on Patrol,1987,0,28061343.0,88.0,"[35, 80]",en,5.952392,10587,4.9,261.0
3006,Police Academy 5: Assignment Miami Beach,1988,0,19510371.0,90.0,"[35, 80]",en,10.278957,11825,4.7,195.0
3007,Police Academy 6: City Under Siege,1989,0,11567217.0,84.0,"[35, 80]",en,5.612379,11895,4.7,183.0
3008,Babe: Pig in the City,1998,90000000,69131860.0,92.0,"[12, 35, 18, 10751, 14]",en,6.229629,9447,5.3,312.0
3009,Home Fries,1998,15000000,10443316.0,93.0,"[18, 35, 10749]",en,2.312844,12257,4.8,32.0
3010,Ringmaster,1998,3500000,9247881.0,90.0,[35],en,0.556435,37536,3.8,13.0
3011,Very Bad Things,1998,30000000,9898412.0,100.0,"[35, 80, 53]",en,10.432293,10029,6.2,182.0
3012,Steam: The Turkish Bath,1997,0,0.0,94.0,[18],it,1.74817,27104,6.4,24.0
3013,Psycho,1998,60000000,37141130.0,105.0,"[27, 9648, 53]",en,6.715898,11252,4.8,233.0
3014,Little Voice,1998,0,0.0,97.0,"[35, 18]",en,7.214017,8545,6.6,62.0
3015,A Simple Plan,1998,0,0.0,121.0,"[18, 80, 53]",en,5.765416,10223,6.9,191.0
3016,Jack Frost,1998,27000000,0.0,101.0,"[35, 10751, 18, 14]",en,7.372419,9745,5.5,254.0
3017,Star Trek: Insurrection,1998,70000000,118000000.0,103.0,"[878, 28, 12, 53]",en,9.538877,200,6.3,402.0
3018,The Prince of Egypt,1998,70000000,218613188.0,99.0,"[12, 16, 18, 10751, 10402]",en,11.898185,9837,6.9,847.0
3019,Shakespeare in Love,1998,25000000,289317794.0,122.0,"[10749, 36]",en,13.813155,1934,6.8,831.0
3020,Mass Appeal,1984,0,0.0,99.0,[18],en,0.582317,110643,7.5,3.0
3021,Miracle on 34th Street,1947,0,0.0,96.0,"[18, 10751]",en,5.114032,11881,7.4,139.0
3022,Santa Claus: The Movie,1985,50000000,23717291.0,108.0,"[10751, 14, 12, 878, 35]",en,11.690532,13764,6.1,58.0
3023,Prancer,1989,0,0.0,99.0,"[18, 10751, 14]",fr,1.912324,24951,5.7,17.0
3024,Pale Rider,1985,0,41410568.0,115.0,"[10749, 37]",en,9.385078,8879,7.0,255.0
3025,Rambo: First Blood Part II,1985,44000000,300400432.0,96.0,"[28, 12, 53, 10752]",en,11.924462,1369,6.3,884.0
3026,First Blood,1982,15000000,125212904.0,93.0,"[28, 12, 53, 10752]",en,14.778884,1368,7.2,1523.0
3027,Rambo III,1988,63000000,189015611.0,102.0,"[28, 12, 53, 10752]",en,11.624866,1370,5.7,703.0
3028,The Jewel of the Nile,1985,25000000,96773200.0,106.0,"[28, 12, 35, 10749]",en,10.571841,10303,6.0,289.0
3029,Romancing the Stone,1984,10000000,86572238.0,106.0,"[28, 12, 35, 10749]",en,6.827193,9326,6.6,477.0
3030,Cocoon,1985,0,85313124.0,117.0,"[35, 18, 878]",en,5.773277,10328,6.5,329.0
3031,Cocoon: The Return,1988,17500000,25024919.0,116.0,"[35, 18, 878]",en,12.167265,11285,5.4,103.0
3032,Rocky II,1979,7000000,200182160.0,119.0,[18],en,11.789813,1367,6.9,948.0
3033,Rocky III,1982,17000000,270000000.0,99.0,[18],en,11.673366,1371,6.6,894.0
3034,Rocky IV,1985,31000000,300473716.0,91.0,[18],en,10.25721,1374,6.6,984.0
3035,Rocky V,1990,42000000,119946358.0,104.0,[18],en,14.007329,1375,5.3,688.0
3036,Clue,1985,15000000,14643997.0,94.0,"[35, 53, 80, 9648]",en,7.720009,15196,7.1,377.0
3037,Young Sherlock Holmes,1985,18000000,0.0,109.0,"[28, 12, 80, 18, 10751, 9648, 53]",en,5.203452,11904,6.7,172.0
3038,Violets Are Blue,1986,0,0.0,88.0,[],en,0.896878,215875,2.5,2.0
3039,Back to School,1986,0,91258000.0,96.0,[35],en,6.669879,15596,6.4,113.0
3040,Heartburn,1986,0,0.0,108.0,"[35, 18, 10749]",en,16.071191,13818,5.9,48.0
3041,Nothing in Common,1986,0,0.0,118.0,"[18, 35, 10749]",en,8.750517,29968,6.1,30.0
3042,Extremities,1986,0,13418091.0,89.0,"[18, 53]",en,10.273979,44326,6.0,13.0
3043,The Karate Kid,1984,8000000,90815558.0,126.0,[18],en,7.64499,1885,6.9,913.0
3044,"The Karate Kid, Part II",1986,113,115103979.0,113.0,"[12, 18, 28, 10749, 10751]",en,9.231318,8856,5.9,457.0
3045,"The Karate Kid, Part III",1989,0,38956288.0,112.0,"[10751, 12]",en,6.441664,10495,5.5,311.0
3046,National Lampoon's Christmas Vacation,1989,27000000,71320000.0,97.0,[35],en,9.802574,5825,7.1,668.0
3047,You've Got Mail,1998,65000000,250821495.0,119.0,"[35, 10749]",en,10.237996,9489,6.3,859.0
3048,The General,1998,0,1214198.0,124.0,"[18, 28, 80]",en,2.21138,16885,6.5,24.0
3049,The Theory of Flight,1999,0,0.0,101.0,[18],en,0.836911,76857,6.0,7.0
3050,The Faculty,1998,15000000,40283321.0,104.0,"[27, 9648, 878]",en,13.462253,9276,6.2,500.0
3051,Mighty Joe Young,1998,90000000,0.0,114.0,"[28, 12, 10751, 14]",en,6.939576,9822,5.9,208.0
3052,Mighty Joe Young,1949,94,0.0,94.0,"[12, 14, 18, 28, 878]",en,2.812461,39314,6.7,25.0
3053,Patch Adams,1998,50000000,202292902.0,115.0,"[35, 18]",en,12.52181,10312,7.0,863.0
3054,Stepmom,1998,0,0.0,124.0,"[18, 10749]",en,7.17892,9441,6.9,286.0
3055,A Civil Action,1998,70000000,56702901.0,115.0,[18],pt,9.353499,9422,6.1,113.0
3056,Down in the Delta,1998,0,0.0,112.0,[18],en,0.670559,125582,6.4,5.0
3057,Hurlyburly,1998,0,0.0,122.0,"[35, 18]",en,7.352493,24525,5.6,22.0
3058,Tea with Mussolini,1999,12000000,21001563.0,117.0,"[35, 18, 10752]",en,3.094893,10368,5.8,32.0
3059,Wilde,1997,0,0.0,118.0,"[18, 36]",en,3.895735,11365,6.7,62.0
3060,Outside Ozona,1998,0,0.0,100.0,"[53, 35, 18, 10749]",en,1.28977,140897,6.0,2.0
3061,Affliction,1997,6000000,6330054.0,114.0,[18],en,4.40959,31662,5.8,56.0
3062,Another Day in Paradise,1998,0,0.0,101.0,"[53, 80, 18]",en,2.58581,36136,6.4,38.0
3063,The Hi-Lo Country,1998,0,0.0,114.0,"[18, 28, 37, 10749]",en,6.971268,1363,4.7,9.0
3064,Hilary and Jackie,1998,0,0.0,121.0,"[10402, 18]",en,6.387602,46992,6.5,23.0
3065,Playing by Heart,1998,20000000,3970078.0,121.0,[18],en,3.010088,825,6.6,49.0
3066,24 7: Twenty Four Seven,1997,0,0.0,96.0,"[35, 18, 10749]",en,0.477356,22913,6.3,10.0
3067,At First Sight,1999,0,0.0,128.0,"[18, 10749]",en,7.638813,15556,5.9,49.0
3068,In Dreams,1999,0,0.0,100.0,"[18, 53]",en,6.028168,28902,5.4,45.0
3069,Varsity Blues,1999,0,0.0,106.0,"[35, 18, 10749]",en,9.162643,14709,6.0,126.0
3070,Virus,1999,75000000,14010690.0,99.0,"[27, 28, 878]",en,7.116537,9423,5.0,151.0
3071,The Garbage Pail Kids Movie,1987,0,0.0,100.0,"[12, 878, 35]",en,3.47192,14443,3.0,20.0
3072,Howard the Duck,1986,37000000,37962774.0,110.0,"[35, 14, 878]",en,10.722672,10658,5.1,227.0
3073,The Gate,1987,2500000,0.0,85.0,"[27, 14]",en,4.742709,6917,5.9,107.0
3074,The Gate II: Trespassers,1990,0,0.0,93.0,[27],en,1.214091,40729,5.3,16.0
3075,The Boy Who Could Fly,1986,0,7177431.0,114.0,"[18, 10751, 14, 878]",en,3.791972,24086,6.0,36.0
3076,The Fly,1958,700000,3000000.0,94.0,"[18, 27, 878]",en,8.407369,11815,6.9,129.0
3077,The Fly II,1989,0,38903179.0,105.0,"[27, 878, 53]",en,9.207436,10344,5.2,159.0
3078,Running Scared,1986,0,0.0,107.0,"[53, 28, 35, 80]",en,4.819467,15698,6.4,58.0
3079,Armed and Dangerous,1986,12000000,15945534.0,88.0,"[28, 35, 80]",en,5.037671,2620,5.3,46.0
3080,The Texas Chain Saw Massacre,1974,85000,30859000.0,83.0,[27],en,15.526413,30497,7.1,617.0
3081,The Texas Chainsaw Massacre 2,1986,4700000,8025872.0,101.0,[27],en,9.501011,16337,5.8,142.0
3082,Leatherface: Texas Chainsaw Massacre III,1990,0,5765562.0,81.0,"[27, 53]",en,5.79907,25018,5.1,75.0
3083,Texas Chainsaw Massacre: The Next Generation,1994,600000,185898.0,95.0,"[27, 35, 53]",en,6.854576,16780,3.9,96.0
3084,Ruthless People,1986,0,71624879.0,93.0,[35],en,7.427491,12151,6.7,104.0
3085,Trick or Treat,1986,0,6797218.0,98.0,"[27, 10402]",en,2.612214,25438,5.6,40.0
3086,Deadly Friend,1986,0,8988731.0,91.0,"[27, 878]",en,5.012318,33278,5.9,57.0
3087,Belizaire the Cajun,1986,0,1.0,103.0,"[10749, 18, 36]",en,0.063442,274253,5.0,1.0
3088,The Name of the Rose,1986,20000000,77200000.0,130.0,"[18, 53, 9648]",en,11.469751,192,7.2,739.0
3089,Jumpin' Jack Flash,1986,0,0.0,100.0,"[10749, 35, 53]",en,4.477284,10945,5.9,86.0
3090,Peggy Sue Got Married,1986,18000000,41382841.0,103.0,"[35, 18, 14, 10749]",en,7.471655,10013,5.9,138.0
3091,Crocodile Dundee,1986,5000000,328203506.0,97.0,"[12, 35]",en,7.791212,9671,6.3,512.0
3092,Crocodile Dundee II,1988,0,239606210.0,110.0,"[12, 35]",en,8.948565,9396,5.5,310.0
3093,Tough Guys,1986,0,0.0,104.0,"[35, 80]",en,2.86084,11038,5.7,41.0
3094,Soul Man,1986,0,0.0,104.0,[35],en,3.589199,12278,5.4,42.0
3095,The Color of Money,1986,13800000,52293982.0,119.0,[18],en,11.613655,11873,6.7,297.0
3096,52 Pick-Up,1986,0,5186646.0,110.0,"[80, 18, 53]",en,15.921964,18588,5.8,23.0
3097,Heartbreak Ridge,1986,15000000,42724017.0,130.0,"[28, 35, 18, 10752]",en,7.390012,10015,6.5,270.0
3098,Firewalker,1986,0,11949484.0,104.0,"[28, 12, 35]",en,3.150899,12715,5.0,48.0
3099,¡Three Amigos!,1986,25000000,0.0,102.0,"[35, 37]",en,6.377624,8388,6.3,287.0
3100,Gloria,1999,30000000,0.0,108.0,"[18, 28, 53, 80]",en,1.807605,45712,5.5,13.0
3101,Dry Cleaning,1997,0,0.0,97.0,[18],fr,1.018341,6187,4.7,5.0
3102,My Name Is Joe,1998,0,0.0,105.0,"[18, 10749]",en,1.878973,8129,7.1,29.0
3103,Still Crazy,1998,0,0.0,92.0,"[35, 10402]",en,11.089962,1618,7.1,35.0
3104,The Day of the Beast,1995,0,4367497.0,103.0,"[28, 35, 27, 80]",es,5.759423,10722,6.9,106.0
3105,Tinseltown,1997,0,0.0,0.0,[],en,0.036471,296543,5.0,1.0
3106,She's All That,1999,10000000,103166989.0,95.0,"[35, 10749]",en,7.064982,10314,5.7,425.0
3107,The 24 Hour Woman,1999,0,0.0,93.0,"[35, 10749]",en,1.403627,125548,2.0,1.0
3108,"Blood, Guts, Bullets and Octane",1998,7300,13674.0,87.0,"[28, 35, 53]",en,0.137676,47139,6.0,3.0
3109,Spanish Fly,1998,0,0.0,0.0,[],en,0.12732,170187,0.0,0.0
3110,Payback,1999,90000000,161626121.0,100.0,"[18, 28, 53, 80]",en,9.112008,2112,6.7,557.0
3111,Simply Irresistible,1999,6000000,4398989.0,95.0,[35],en,6.053045,16172,5.5,52.0
3112,20 Dates,1998,0,0.0,87.0,"[10749, 35]",en,0.759793,111794,3.7,3.0
3113,Comedian Harmonists,1997,0,0.0,126.0,"[10402, 18]",de,0.799079,9524,6.7,13.0
3114,The Last Days,1998,0,0.0,87.0,"[99, 18, 36, 10752]",en,1.380947,20595,7.7,10.0
3115,Fantastic Planet,1973,0,0.0,72.0,"[16, 14, 878]",fr,6.305008,16306,7.6,140.0
3116,Blast from the Past,1999,35000000,40263020.0,112.0,"[35, 10749]",en,8.355977,11622,6.3,247.0
3117,Message in a Bottle,1999,80000000,118880016.0,131.0,"[10749, 18]",en,5.101392,10207,5.9,198.0
3118,My Favorite Martian,1999,65000000,36850101.0,94.0,"[35, 18, 10751, 878]",en,12.65102,9849,5.1,81.0
3119,"God Said, 'Ha!'",1998,0,0.0,85.0,[35],en,0.054592,82865,8.0,1.0
3120,Jawbreaker,1999,3000000,3076820.0,87.0,[35],en,7.434797,18892,5.9,93.0
3121,October Sky,1999,0,0.0,108.0,"[18, 10751]",en,6.652528,13466,7.4,259.0
3122,Office Space,1999,10000000,12827813.0,89.0,"[35, 80]",en,12.329066,1542,7.4,1068.0
3123,The Apple,1998,0,0.0,86.0,[18],fa,0.561987,43978,7.3,14.0
3124,200 Cigarettes,1999,6000000,6852450.0,101.0,"[35, 18, 10749]",en,3.227046,15256,6.1,44.0
3125,8MM,1999,40000000,96618699.0,123.0,"[53, 80, 9648]",en,7.473718,8224,6.1,479.0
3126,The Other Sister,1999,35000000,0.0,130.0,"[35, 18, 10749]",en,3.816491,18417,6.0,35.0
3127,Breakfast of Champions,1999,12000000,0.0,110.0,[35],en,2.421573,12479,5.2,28.0
3128,The Breaks,1999,0,0.0,86.0,[35],en,0.167229,15031,5.2,3.0
3129,Eight Days a Week,1997,0,9090.0,92.0,"[35, 18, 10749]",en,4.515523,15209,6.0,11.0
3130,Just the Ticket,1999,12000000,0.0,115.0,"[35, 10749]",en,1.165752,26425,5.8,8.0
3131,Pet Sematary,1989,11500000,57469467.0,103.0,"[18, 27]",en,8.365761,8913,6.4,417.0
3132,Pet Sematary II,1992,8000000,17092453.0,100.0,[27],en,6.823445,10906,5.0,107.0
3133,Children of the Corn II: The Final Sacrifice,1993,900000,6980986.0,92.0,[27],en,8.357875,25748,4.5,50.0
3134,Children of the Corn III: Urban Harvest,1995,0,0.0,92.0,"[53, 27]",en,4.411511,25749,4.7,50.0
3135,Christine,1983,0,21200000.0,110.0,[27],en,7.106757,8769,6.5,392.0
3136,Night Shift,1982,0,21095683.0,106.0,[35],en,4.535207,14742,5.9,46.0
3137,House on Haunted Hill,1959,200000,0.0,75.0,"[18, 27, 53]",en,5.738218,15856,6.9,102.0
3138,Airport,1970,10000000,100489151.0,137.0,"[28, 18, 53]",en,7.873018,10671,6.2,89.0
3139,Airport 1975,1974,3000000,47000000.0,107.0,"[28, 12, 18, 53]",en,8.480501,27932,5.5,79.0
3140,Airport '77,1977,6000000,30000000.0,114.0,"[28, 12, 18, 53]",en,9.394776,7227,5.8,69.0
3141,Rollercoaster,1977,0,0.0,119.0,"[28, 53]",en,3.494417,10670,5.4,33.0
3142,The Towering Inferno,1974,14000000,116000000.0,159.0,"[28, 53]",en,7.469056,5919,7.1,230.0
3143,Alligator,1980,1500000,0.0,91.0,"[27, 878, 53]",en,5.500439,33518,5.6,63.0
3144,Meteor,1979,0,0.0,107.0,"[28, 878, 53]",en,4.695793,40160,5.1,37.0
3145,Westworld,1973,0,0.0,88.0,"[28, 12, 18, 27, 878, 53, 37]",en,6.529052,2362,6.7,345.0
3146,Logan's Run,1976,9000000,25000000.0,119.0,"[12, 28, 10749, 878]",en,6.842274,10803,6.6,272.0
3147,Planet of the Apes,1968,5800000,33395426.0,112.0,"[878, 12, 18, 28]",en,17.784978,871,7.5,958.0
3148,Beneath the Planet of the Apes,1970,3000000,18999718.0,95.0,"[12, 878, 9648]",en,12.325947,1685,6.2,370.0
3149,Battle for the Planet of the Apes,1973,1700000,8844595.0,93.0,"[28, 878]",en,11.644764,1705,5.5,220.0
3150,Conquest of the Planet of the Apes,1972,1700000,9700000.0,88.0,"[28, 878]",en,12.843375,1688,6.1,243.0
3151,Escape from the Planet of the Apes,1971,2500000,12348905.0,98.0,"[28, 878]",en,12.120267,1687,6.3,270.0
3152,Avalanche,1978,6500000,0.0,94.0,"[28, 12, 18]",en,1.192297,166680,3.2,10.0
3153,Earthquake,1974,7000000,79666653.0,123.0,"[28, 18, 53]",en,6.657792,11123,5.6,76.0
3154,The Concorde... Airport '79,1979,14000000,13015688.0,123.0,"[28, 18, 53]",en,3.514331,29723,4.7,45.0
3155,Beyond the Poseidon Adventure,1979,0,0.0,114.0,"[28, 12, 18]",en,3.276763,31638,5.3,28.0
3156,The Dancemaker,1998,0,0.0,98.0,[99],en,0.042361,113286,7.0,1.0
3157,Analyze This,1999,80000000,176885658.0,103.0,"[35, 80]",en,7.634017,9535,6.4,512.0
3158,The Corruptor,1999,25000000,15156200.0,110.0,"[28, 80, 9648, 53]",en,9.208831,9455,6.1,60.0
3159,Cruel Intentions,1999,10500000,75902208.0,97.0,"[18, 10749, 53]",en,8.181065,796,6.6,848.0
3160,"Lock, Stock and Two Smoking Barrels",1998,1350000,3897569.0,105.0,"[35, 80]",en,4.60786,100,7.5,1671.0
3161,Six Ways to Sunday,1997,0,0.0,97.0,[35],en,5.204937,47501,6.1,6.0
3162,The School of Flesh,1998,0,0.0,110.0,"[10749, 18, 9648]",fr,1.085907,77936,5.7,7.0
3163,Relax... It's Just Sex,1998,0,0.0,110.0,[35],en,0.407322,84586,3.7,3.0
3164,The Deep End of the Ocean,1999,38000000,28121100.0,106.0,"[18, 9648]",en,5.78468,30943,6.0,58.0
3165,Harvest,1999,0,0.0,96.0,[18],en,0.00118,107946,0.0,0.0
3166,The Rage: Carrie 2,1999,21000000,17762705.0,104.0,"[27, 53, 878]",en,4.766591,7341,5.1,79.0
3167,Wing Commander,1999,30000000,0.0,100.0,"[28, 878]",en,5.924059,10350,4.0,75.0
3168,The Haunting,1963,0,0.0,112.0,"[9648, 27, 53]",en,10.461285,11772,7.2,153.0
3169,My Boyfriend's Back,1993,0,3335984.0,85.0,"[35, 10749]",en,2.183504,31503,5.4,22.0
3170,Village of the Damned,1960,200000,0.0,77.0,"[27, 878]",en,6.39955,11773,7.1,92.0
3171,Children of the Damned,1964,0,0.0,90.0,"[878, 53]",en,2.416299,30202,5.9,24.0
3172,Baby Geniuses,1999,12000000,36450736.0,97.0,"[878, 35, 10751]",en,7.707344,22345,3.3,75.0
3173,Telling You,1998,0,0.0,94.0,"[18, 35, 10749]",en,0.376634,53685,1.5,2.0
3174,I Stand Alone,1998,0,0.0,93.0,"[18, 53]",fr,6.138782,1567,7.5,99.0
3175,Forces of Nature,1999,75000000,93888180.0,105.0,"[10749, 35]",en,7.906035,1641,5.1,141.0
3176,The King and I,1999,25000000,12000000.0,87.0,"[16, 18, 10751]",en,1.466461,47288,5.0,23.0
3177,Ravenous,1999,12000000,0.0,100.0,"[35, 27, 53, 37]",en,5.486645,10212,6.8,144.0
3178,True Crime,1999,0,0.0,127.0,"[80, 18]",en,11.600645,10354,6.3,146.0
3179,Bandits,1997,0,0.0,110.0,"[28, 18, 10769]",de,0.531412,11526,5.4,10.0
3180,Dangerous Beauty,1998,0,0.0,111.0,"[18, 10749]",en,4.79927,8583,6.9,59.0
3181,The Empty Mirror,1996,0,0.0,118.0,[18],en,0.041825,123728,6.0,1.0
3182,The King and I,1956,4550000,21300000.0,133.0,"[18, 10402, 10749]",en,7.630723,16520,7.3,103.0
3183,Doug's 1st Movie,1999,0,0.0,77.0,"[16, 10751, 35]",en,2.924948,16508,5.4,22.0
3184,Edtv,1999,80000000,0.0,122.0,[35],en,7.48939,11374,5.7,168.0
3185,The Mod Squad,1999,50000000,13260050.0,92.0,"[28, 9648, 53]",en,3.826503,16379,4.1,37.0
3186,Among Giants,1998,0,0.0,93.0,"[35, 10749]",en,0.381749,125123,4.5,2.0
3187,A Walk on the Moon,1999,14000000,0.0,107.0,"[18, 10749]",en,7.703645,28029,6.2,21.0
3188,10 Things I Hate About You,1999,16000000,53478166.0,97.0,"[35, 10749, 18]",en,12.069966,4951,7.3,1768.0
3189,Tango,1998,0,0.0,115.0,"[18, 10769, 10749]",es,0.596717,65749,6.8,6.0
3190,The Out-of-Towners,1999,75000000,29000000.0,90.0,[35],en,9.019881,8970,5.1,46.0
3191,The Dreamlife of Angels,1998,500000,0.0,113.0,"[18, 10769]",fr,0.417705,9840,6.9,18.0
3192,"Love, etc.",1996,0,0.0,105.0,[],fr,0.227517,186705,6.0,1.0
3193,Metroland,1997,0,0.0,105.0,"[35, 18]",en,0.503503,30950,6.1,8.0
3194,The Sticky Fingers of Time,1997,250000,0.0,90.0,"[878, 18]",en,0.623073,70687,4.8,3.0
3195,Following,1998,6000,48482.0,69.0,"[80, 18, 53]",en,5.283661,11660,7.2,363.0
3196,Go,1999,6500000,28451622.0,98.0,"[80, 35, 53]",en,8.344282,9430,7.0,198.0
3197,Never Been Kissed,1999,25000000,84565230.0,107.0,"[10749, 35, 18]",en,7.257679,11355,5.8,378.0
3198,Twin Dragons,1992,10000000,8359717.0,89.0,"[35, 28]",cn,10.222076,18764,6.2,72.0
3199,Cookie's Fortune,1999,10000000,10920544.0,118.0,"[35, 18, 53]",en,3.380684,9465,6.2,35.0
3200,Foolish,1999,0,6033999.0,84.0,"[35, 18]",en,0.431822,27455,6.3,3.0
3201,Lovers of the Arctic Circle,1998,0,0.0,112.0,"[18, 9648, 10749]",es,2.995334,1414,7.1,54.0
