,title,year_publication,budget,revenue,runtime,genre_ids,original_language,popularity,id_movie,vote_average,vote_count
39308,Khichdi: The Movie,2010,0,0.0,120.0,"[35, 10751]",hi,0.129796,53283,2.7,3.0
39309,"LSD: Love, Sex aur Dhokha",2010,0,0.0,108.0,[18],hi,0.367068,35687,6.6,9.0
39310,Mirch,2010,0,0.0,128.0,"[18, 10769, 10749]",en,0.370744,54142,2.3,2.0
39311,Miss Lovely,2012,0,0.0,110.0,"[18, 10769]",en,0.26877,126318,5.7,5.0
39312,Oye Lucky! Lucky Oye!,2008,0,0.0,0.0,"[28, 35]",en,0.698654,15975,7.1,18.0
39313,Phas Gaye Re Obama,2010,0,0.0,108.0,"[35, 80]",hi,1.047111,56897,6.2,14.0
39314,Saheb Biwi Aur Gangster Returns,2013,0,0.0,142.0,"[53, 18, 28, 80]",hi,1.021034,172817,6.6,6.0
39315,Shamitabh,2015,3700000,0.0,135.0,"[35, 18, 53]",hi,1.244056,323426,5.8,18.0
39316,Stanley Ka Dabba,2011,0,0.0,96.0,"[35, 10751]",en,0.31392,68256,6.7,8.0
39317,Tere Naal Love Ho Gaya,2012,0,0.0,0.0,"[18, 35, 10749, 10769]",hi,0.841267,85043,5.3,8.0
39318,When the Dragon Swallowed the Sun,2010,0,0.0,,[],it,0.301689,202984,0.0,0.0
39319,The Snake Brothers,2015,0,0.0,111.0,[18],cs,0.750401,324820,7.3,3.0
39320,The Great Alone,2015,0,0.0,80.0,"[18, 99, 12]",en,0.097444,337965,6.5,2.0
39321,Adventures in Babysitting,2016,0,0.0,105.0,"[10770, 35]",en,15.370164,360606,7.1,71.0
39322,Without Memory,1996,0,0.0,75.0,[],ja,0.081467,92691,6.0,2.0
39323,Spasms,1983,0,0.0,90.0,"[27, 878]",en,0.153038,98106,5.5,7.0
39324,Cries in the Night,1980,0,0.0,93.0,"[27, 53]",en,1.143779,71503,6.3,7.0
39325,Thirst,1979,0,0.0,95.0,"[27, 10749, 878, 53]",en,4.510859,61689,4.9,14.0
39326,Apache Vengeance,1971,0,0.0,86.0,"[28, 37]",en,0.000578,79192,3.7,3.0
39327,The Plainsman,1966,0,0.0,92.0,[37],en,0.881416,238124,0.0,0.0
39328,Hail! Mafia,1965,0,0.0,90.0,"[53, 80, 18]",en,0.648327,197864,0.0,0.0
39329,The Winding Stream,2014,0,0.0,87.0,"[99, 10751, 36, 10402]",en,0.59739,253337,6.8,5.0
39330,Dead 7,2016,0,0.0,89.0,"[35, 27, 37]",en,1.989203,384450,4.2,23.0
39331,Curious George: A Very Monkey Christmas,2009,0,0.0,0.0,"[16, 10751]",en,0.361954,263945,7.0,1.0
39332,The Trail of Blood,1972,0,0.0,88.0,[28],ja,0.002671,40741,0.0,0.0
39333,Sympathy for the Underdog,1971,0,0.0,93.0,"[18, 28, 80, 10769]",ja,0.03078,90351,6.6,7.0
39334,Soundless,2004,0,0.0,94.0,"[28, 53, 80]",de,1.423762,10458,6.5,9.0
39335,Underworld Beauty,1958,0,0.0,87.0,"[80, 18]",ja,0.683192,60971,5.3,8.0
39336,Adult Life Skills,2016,0,0.0,96.0,"[35, 18]",en,2.10184,390592,6.3,18.0
39337,Time Again,2011,0,0.0,82.0,[],en,0.009883,274266,0.0,0.0
39338,St George's Day,2012,0,0.0,109.0,"[28, 80, 53]",en,3.817408,131737,4.8,10.0
39339,Horror Hospital,1973,0,0.0,90.0,"[35, 27, 878]",en,13.316509,30787,4.9,19.0
39340,Dope Mania,1987,0,0.0,60.0,[99],en,0.105882,51066,4.5,3.0
39341,Swallows and Amazons,1974,0,0.0,92.0,"[10751, 12]",en,0.884828,14685,7.1,6.0
39342,Black November,2012,12500000,0.0,95.0,"[18, 28, 80]",en,2.107069,312113,6.4,4.0
39343,De Palma,2016,0,0.0,108.0,[99],en,2.120782,355254,7.3,33.0
39344,Raman Raghav 2.0,2016,521873,1013926.0,127.0,"[53, 80]",hi,1.668794,393562,7.1,27.0
39345,Septembers of Shiraz,2015,0,0.0,110.0,"[18, 53]",en,2.097326,352179,5.7,26.0
39346,Minimalism: A Documentary About the Important Things,2015,0,0.0,79.0,[99],en,2.425303,392553,6.7,53.0
39347,Drag Becomes Him,2015,0,0.0,82.0,[99],en,0.069603,338063,8.0,1.0
39348,The Legend of Tarzan,2016,180000000,356743061.0,109.0,"[28, 12]",en,45.38298,258489,5.5,2488.0
39349,The Purge: Election Year,2016,10000000,118587880.0,105.0,"[28, 27, 53]",en,13.1789,316727,6.1,1356.0
39350,Mike and Dave Need Wedding Dates,2016,33000000,77068246.0,98.0,[35],en,12.237571,316023,5.9,901.0
39351,Ice Age: Collision Course,2016,105000000,408579038.0,100.0,"[12, 16, 10751, 35]",en,20.151037,278154,5.6,1170.0
39352,Lights Out,2016,4900000,148868835.0,81.0,"[27, 53]",en,11.494907,345911,6.3,1174.0
39353,Pete's Dragon,2016,65000000,143695338.0,102.0,"[12, 10751, 14]",en,12.189941,294272,6.2,697.0
39354,Mythica: The Iron Crown,2016,0,0.0,0.0,"[28, 12, 14]",en,2.504161,388191,5.9,14.0
39355,Detective K: Secret of the Lost Island,2015,0,0.0,125.0,"[28, 9648, 35, 12]",ko,1.231733,328716,7.5,6.0
39356,The Duel,2016,10000000,4500.0,110.0,"[37, 18]",en,5.927867,333386,5.5,82.0
39357,Memory Run,1995,0,0.0,89.0,"[28, 878]",en,0.482713,254575,4.5,1.0
39358,No Stranger Than Love,2015,0,0.0,89.0,"[10749, 35]",en,3.79384,243752,4.5,22.0
39359,Boom Bust Boom,2016,0,0.0,74.0,"[36, 99]",en,0.306991,367197,6.5,2.0
39360,Survive and Advance,2013,0,0.0,90.0,[],en,0.08118,177869,10.0,2.0
39361,Les Tuche 2: Le rêve américain,2016,0,0.0,94.0,[35],fr,4.322081,369776,5.7,239.0
39362,The Mutilator,1985,0,0.0,86.0,[27],en,1.159509,40451,5.7,16.0
39363,The Demolitionist,1995,1000000,0.0,0.0,"[28, 878]",en,0.425629,89904,5.3,6.0
39364,The Hatter's Ghost,1982,0,0.0,120.0,"[80, 9648, 53]",fr,0.582222,55035,5.8,8.0
39365,Boot Hill,1969,0,0.0,97.0,"[35, 37]",it,6.074748,12529,5.7,23.0
39366,I'm for the Hippopotamus,1979,0,0.0,95.0,"[12, 28, 35]",it,5.079099,9031,6.2,104.0
39367,Big Man - A Policy for Hell,1988,0,0.0,90.0,[],it,0.029635,259634,0.0,0.0
39368,Big Man - An Unusual Insurance,1988,0,0.0,91.0,[],de,0.062275,46572,0.0,0.0
39369,The Throne,2015,0,0.0,125.0,"[18, 36]",ko,1.122048,315439,6.7,17.0
39370,A Field Full of Secrets,2014,0,0.0,82.0,[99],en,0.074358,302161,4.0,1.0
39371,Indignation,2016,0,0.0,110.0,[18],en,4.971211,340611,6.8,69.0
39372,Goat,2016,0,23020.0,102.0,[18],en,2.523707,337874,5.3,50.0
39373,Black Mountain Side,2014,0,0.0,99.0,"[27, 53]",en,1.732237,267852,4.9,31.0
39374,La Chance de ma vie,2011,5000000,0.0,87.0,"[35, 10749]",fr,4.105063,53010,5.6,79.0
39375,Hide and Seek,2013,0,0.0,107.0,[53],ko,2.973011,214209,6.7,19.0
39376,Tallulah,2016,0,0.0,111.0,"[35, 18, 10749]",en,4.957457,353571,6.8,203.0
39377,Dobbiamo parlare,2015,0,0.0,0.0,[35],it,0.886695,369228,5.6,17.0
39378,The Last Will Be the Last,2015,0,0.0,103.0,"[18, 35]",it,2.363169,367999,6.6,43.0
39379,First Light,2015,0,0.0,108.0,[18],it,0.953019,356758,5.7,8.0
39380,Le nozze di Laura,2015,0,0.0,,"[18, 10770]",it,0.128341,371942,1.0,1.0
39381,Don't Be Bad,2015,0,0.0,100.0,[18],it,4.149051,359156,7.8,181.0
39382,Storie sospese,2015,0,0.0,,[18],it,0.524942,359152,5.0,5.0
39383,The ReZort,2016,0,0.0,87.0,[27],en,4.399489,343173,5.5,87.0
39384,The Phenom,2016,0,0.0,88.0,[18],en,1.166841,390512,5.6,24.0
39385,The Trench,1999,0,0.0,98.0,"[10752, 28, 18]",en,5.738152,27123,5.6,12.0
39386,Palio,2015,0,0.0,92.0,[99],en,0.504591,332741,7.9,9.0
39387,Marauders,2016,15000000,0.0,107.0,"[28, 80, 53]",en,6.389818,359412,5.9,148.0
39388,The Birth of the Tramp,2013,0,0.0,52.0,"[99, 10770]",fr,0.769287,319352,7.0,5.0
39389,From A to B,2015,0,0.0,108.0,"[12, 35, 18]",ar,0.769127,317214,7.8,5.0
39390,Jeremiah,1998,0,0.0,90.0,[14],en,1.24097,33201,5.4,9.0
39391,The Father's Love,2014,0,0.0,86.0,"[18, 10749]",en,0.07104,340937,0.0,0.0
39392,Patterns of Evidence: The Exodus,2015,0,0.0,115.0,[99],en,0.261811,309882,8.3,3.0
39393,Solomon,1997,0,0.0,180.0,[14],en,1.631905,58430,6.3,6.0
39394,Steel Cold Winter,2013,0,0.0,110.0,"[53, 9648]",en,0.725267,230722,6.6,6.0
39395,Carnage Park,2016,0,0.0,81.0,"[28, 80, 27, 53]",en,5.225689,369032,5.6,33.0
39396,Dragons: A Fantasy Made Real,2004,0,0.0,99.0,[14],en,0.77455,27243,7.1,5.0
39397,The Nightmare,2015,85876,0.0,88.0,"[18, 9648]",de,2.647094,346641,6.3,26.0
39398,The Blue Hour,2015,0,0.0,97.0,"[18, 27]",th,0.454353,324794,6.6,10.0
39399,Absolutely Fabulous: The Movie,2016,0,37915971.0,91.0,[35],en,6.395748,372411,5.3,86.0
39400,Candy Stripers,2006,0,0.0,89.0,[27],en,0.91894,53335,4.1,7.0
39401,Manhole,2014,0,0.0,100.0,"[27, 53]",ko,1.093521,273645,6.4,12.0
39402,Piper,2016,0,0.0,6.0,"[10751, 16]",en,11.243161,399106,8.2,487.0
39403,Exhibit A,2007,0,0.0,85.0,"[10769, 53]",en,0.66572,49341,5.1,11.0
39404,She's Beautiful When She's Angry,2014,0,0.0,87.0,[99],en,1.135336,269705,7.8,14.0
39405,They Will Have to Kill Us First,2015,522360,0.0,105.0,"[10402, 99]",fr,0.074027,324322,5.0,1.0
39406,Fastball,2016,0,0.0,87.0,[99],en,1.178657,330068,7.0,15.0
39407,Pond Hockey,2008,75,0.0,82.0,[99],en,0.006201,209645,0.0,0.0
39408,The Adderall Diaries,2016,0,13191.0,105.0,"[28, 18, 53]",en,4.14228,274504,5.1,47.0
39409,The Good Life,2008,0,0.0,108.0,[18],es,1.084768,196324,7.0,4.0
39410,21 Days,2014,0,0.0,89.0,"[53, 27]",en,0.173695,341957,4.7,3.0
39411,Action in Arabia,1944,0,0.0,75.0,"[18, 10749, 53]",en,0.09855,101206,6.0,1.0
39412,Catalina Caper,1967,0,0.0,84.0,[35],en,0.225909,31265,2.3,5.0
39413,The Pace That Kills,1935,0,0.0,68.0,[18],en,0.148926,34875,2.8,4.0
39414,Cowboy Canteen,1944,0,0.0,72.0,"[10402, 10752, 37]",en,0.296663,395476,0.0,0.0
39415,Cowboy Cavalier,1948,0,0.0,57.0,[37],en,0.013452,357529,0.0,0.0
39416,Destry,1954,0,0.0,95.0,[37],en,0.647708,94176,4.7,10.0
39417,Heart Like a Hand Grenade,2015,0,0.0,96.0,"[10402, 99]",en,0.064102,360283,6.0,1.0
39418,The Antwerp Dolls,2015,0,0.0,90.0,"[28, 80, 53]",en,0.455308,400121,5.5,4.0
39419,Fair Game,1986,0,0.0,90.0,"[28, 27, 53]",en,0.869355,49237,5.8,9.0
39420,Traded,2016,0,0.0,98.0,[37],en,1.816076,398265,4.8,17.0
39421,Home in Oklahoma,1946,0,0.0,72.0,"[28, 37]",en,0.012918,52593,0.0,0.0
39422,It Always Rains on Sunday,1947,0,0.0,92.0,"[80, 18]",en,0.581171,35007,6.8,7.0
39423,Judge Hardy and Son,1939,0,0.0,90.0,[35],en,0.121944,120885,6.3,2.0
39424,Lafayette Escadrille,1958,0,0.0,93.0,"[10752, 18, 10749]",en,0.523153,130134,5.0,1.0
39425,Night Train,2008,0,0.0,94.0,"[18, 9648]",zh,2.021356,17342,6.9,5.0
39426,Springtime in the Sierras,1947,0,0.0,75.0,[37],en,0.107436,193284,4.0,1.0
39427,Quarantine L.A.,2013,1200000,0.0,75.0,"[878, 27]",en,0.70729,184710,4.0,11.0
39428,The Asylum,2013,0,0.0,82.0,"[28, 53, 878, 9648, 27]",en,1.002252,380372,3.7,3.0
39429,The Avenging Eagle,1978,0,0.0,90.0,"[28, 12, 10769]",zh,0.470995,83876,6.4,5.0
39430,The Beach Boys: An American Band,1985,0,0.0,103.0,"[99, 10402]",en,0.062098,102814,8.0,1.0
39431,The Bronze Buckaroo,1939,0,0.0,58.0,[37],en,0.002307,94544,0.0,0.0
39432,The Desert Song,1943,0,0.0,95.0,"[10402, 10749]",en,0.794462,174150,6.0,1.0
39433,The Desert Song,1929,354000,0.0,123.0,[10402],en,0.005051,262260,0.0,0.0
39434,The Journey,2014,1220000,0.0,102.0,"[35, 18, 10751]",zh,0.497461,254664,7.7,3.0
39435,Sancharram,2004,0,0.0,107.0,"[10749, 18]",ml,0.67977,137308,5.3,3.0
39436,The Journey,1997,0,0.0,96.0,[],es,0.001362,156967,0.0,0.0
39437,Die Reise,1986,0,0.0,0.0,[18],de,0.000603,156954,5.0,1.0
39438,The Journey,2001,500000,0.0,93.0,[99],en,0.142783,66780,5.3,2.0
39439,The Remarkable Mr. Pennypacker,1959,0,0.0,87.0,[35],en,0.564334,137826,0.0,0.0
39440,W.A.R.: Women Against Rape,1987,0,0.0,90.0,"[53, 18]",en,0.329919,262829,4.0,1.0
39441,Atomic War Bride,1960,0,0.0,84.0,"[18, 878]",hr,0.111429,108063,5.0,2.0
39442,¡Por mis... pistolas!,1968,0,0.0,123.0,"[12, 35, 37]",es,0.549598,41294,5.0,3.0
39443,El profe,1971,0,0.0,120.0,"[35, 18, 10751]",es,1.15292,45192,5.5,4.0
39444,"No eres tú, soy yo",2010,0,0.0,100.0,"[18, 35, 10749, 10769]",es,0.55308,64694,5.8,13.0
39445,Hazard,2005,0,0.0,103.0,"[18, 28, 53, 10769]",ja,0.455885,70193,7.4,5.0
39446,Into a Dream,2005,0,0.0,103.0,[18],ja,0.117204,66062,6.0,2.0
39447,The Wildman of Kentucky: The Mystery of Panther Rock,2008,0,0.0,117.0,[99],en,0.008722,211222,0.0,0.0
39448,Young Dragons: Kung Fu Kids II,1986,0,0.0,91.0,[28],en,0.001393,266874,6.0,1.0
39449,Lifeline,2016,0,0.0,32.0,[53],en,0.043826,402877,0.0,0.0
39450,Disney's American Legends,2001,0,0.0,58.0,"[16, 14, 10751]",en,1.256023,24678,6.3,2.0
39451,The Red Turtle,2016,0,921974.0,80.0,"[16, 18, 14]",fr,12.874084,337703,7.6,241.0
39452,Au revoir l'été,2013,0,0.0,125.0,[18],ja,0.908361,228941,8.3,3.0
39453,Hospitalité,2010,0,0.0,96.0,"[35, 10769]",ja,0.157878,81633,6.3,3.0
39454,Symptoms,1974,0,0.0,91.0,[27],en,0.638675,110412,5.8,9.0
39455,The Dog Lover,2016,2000000,0.0,101.0,[18],en,1.638785,394047,5.3,6.0
39456,Notes on Blindness,2016,0,0.0,90.0,"[99, 18]",en,1.787411,378441,7.5,15.0
39457,La vida alrededor,1959,0,0.0,102.0,"[18, 10769]",en,0.206335,120121,5.0,1.0
39458,Mickey Mouse in Vietnam,1968,0,0.0,1.0,"[10752, 16]",en,0.348257,189696,5.1,7.0
39459,Escalation,1968,0,0.0,2.0,[],en,0.007022,196319,0.0,0.0
39460,Satanic,2016,0,252.0,84.0,[27],en,6.005878,400411,4.0,102.0
39461,"Life, Animated",2016,0,0.0,91.0,"[16, 99]",en,2.395349,376233,7.9,49.0
39462,The Innocents,2016,6000000,0.0,115.0,[18],fr,6.915263,364051,7.1,87.0
39463,The Kind Words,2015,0,0.0,118.0,[18],en,0.14314,349441,5.0,1.0
39464,Eat that Question: Frank Zappa in His Own Words,2016,0,0.0,88.0,"[10402, 99]",en,0.359999,373479,8.3,3.0
39465,Three,2016,0,0.0,88.0,"[53, 80, 28]",cn,1.12287,373922,5.8,19.0
39466,Argentina,2015,0,0.0,85.0,"[10402, 99]",es,0.105185,359641,3.3,2.0
39467,Presenting Princess Shaw,2016,0,0.0,83.0,[99],en,0.146737,357799,6.7,3.0
39468,He Who Must Die,1957,0,0.0,122.0,[18],en,0.765704,119637,4.5,5.0
39469,"Right Now, Wrong Then",2015,0,0.0,121.0,[18],ko,1.549193,354275,7.6,19.0
39470,Distracted,1970,0,0.0,85.0,[35],fr,0.857372,62675,5.8,18.0
39471,Fittest On Earth (The Story Of The 2015 Reebok CrossFit Games),2016,0,0.0,104.0,[99],en,1.109653,384845,7.8,8.0
39472,Porta dos Fundos: Contrato Vitalício,2016,840000,0.0,90.0,"[12, 35]",pt,1.357903,394499,4.3,19.0
39473,El señor doctor,1965,0,0.0,113.0,[35],es,1.020615,41004,5.6,4.0
39474,Don Quijote cabalga de nuevo,1973,0,0.0,132.0,[35],es,0.872694,145481,5.2,3.0
39475,El ministro y yo,1977,0,0.0,109.0,[35],es,0.035443,82776,6.0,1.0
39476,El patrullero 777,1978,0,0.0,120.0,[35],es,0.315732,41298,7.0,2.0
39477,El barrendero,1982,0,0.0,113.0,[35],es,0.311993,45191,6.5,5.0
39478,The Rolling Stones Rock and Roll Circus,1996,0,0.0,65.0,[10402],en,1.291844,18944,7.4,10.0
39479,Nerve,2016,19000000,85241496.0,96.0,"[9648, 12, 80]",en,14.9837,328387,7.1,2262.0
39480,Code of Honor,2016,8000000,0.0,106.0,"[28, 80, 53]",en,2.202722,389425,4.1,17.0
39481,Moonfire,1973,0,0.0,107.0,"[28, 12, 18]",en,2.5e-05,95322,0.0,0.0
39482,Rabbit's Moon,1971,0,0.0,16.0,[18],en,0.002001,46784,7.0,10.0
39483,Puce Moment,1949,0,0.0,6.0,[],en,0.617421,46781,6.5,11.0
39484,You're Human Like the Rest of Them,1967,2,0.0,18.0,[],en,0.003245,272720,0.0,0.0
39485,Unfair!,1970,0,0.0,8.0,[],en,0.087186,303497,0.0,0.0
39486,Paradigm,1969,0,0.0,9.0,[],en,0.00273,303484,0.0,0.0
39487,On Reflection: B.S. Johnson on Dr. Samuel Johnson,1972,0,0.0,0.0,[],en,0.0,356862,0.0,0.0
39488,Fat Man on a Beach,1973,0,0.0,0.0,[],en,0.000431,356864,6.5,1.0
39489,The Seashell and the Clergyman,1928,0,0.0,41.0,[9648],fr,0.557243,118014,7.3,10.0
39490,Hellevator,2004,0,0.0,96.0,"[27, 878, 10769]",ja,0.988355,49037,5.2,18.0
39491,Sully,2016,60000000,238470033.0,96.0,"[18, 36]",en,18.275689,363676,7.0,2106.0
39492,Slack Bay,2016,0,112481.0,122.0,"[18, 35]",fr,7.917157,371865,5.7,68.0
39493,The Son of Joseph,2016,0,0.0,115.0,"[35, 18]",fr,0.355947,377287,6.5,4.0
39494,The Demons,2015,0,0.0,118.0,[18],fr,0.932247,361571,6.4,9.0
39495,The Student,2016,0,0.0,118.0,[18],ru,2.301152,392817,6.3,25.0
39496,It's Only the End of the World,2016,0,0.0,96.0,[18],fr,11.864584,338189,7.3,411.0
39497,Aloys,2016,0,0.0,90.0,"[18, 14]",de,0.77748,378813,7.7,15.0
39498,The Forbidden Dance,1990,0,0.0,97.0,[],en,1.332871,118430,2.9,7.0
39499,Skinheads,1989,0,0.0,90.0,"[18, 53, 28, 80]",en,0.206643,101293,2.0,2.0
39500,Final Justice,1985,0,0.0,90.0,"[28, 80, 18]",en,0.231663,31128,1.3,6.0
39501,Wacko,1982,0,0.0,85.0,"[35, 27]",en,1.04407,76681,5.4,5.0
39502,The Return,1980,0,0.0,86.0,"[9648, 53, 878]",en,0.602143,150273,2.3,3.0
39503,Black Shampoo,1976,0,0.0,82.0,"[28, 35, 80, 18, 53]",en,0.276763,22020,6.3,4.0
39504,The Bad Bunch,1973,0,0.0,82.0,[18],en,0.001736,96129,6.5,2.0
39505,The Portal,2014,0,0.0,11.0,"[878, 35, 14]",en,0.721434,275603,7.3,6.0
39506,Jim Jefferies: Freedumb,2016,0,0.0,86.0,[35],en,1.453143,404022,7.8,26.0
39507,Dirty Lies,2016,1000000,0.0,94.0,"[28, 18, 80, 53]",en,2.683914,385031,6.7,3.0
39508,Till Luck Do Us Part,2012,0,1672940.0,104.0,[35],pt,1.991908,154441,6.4,51.0
39509,Crazy Eyes,2012,10000000,0.0,95.0,"[18, 35, 10749]",en,0.198348,93091,4.3,5.0
39510,The Grandmother,1970,0,0.0,34.0,"[53, 28, 18]",en,0.172883,44510,7.2,32.0
39511,Sultan,2016,10400000,102000000.0,170.0,"[18, 28]",hi,6.070606,376812,7.0,71.0
39512,La caliente niña Julietta,1981,0,591696.0,,[35],es,0.000464,342213,0.0,0.0
39513,The Ordeal of Patty Hearst,1979,0,0.0,139.0,[],en,0.034716,148615,0.0,0.0
39514,The House of Light,1969,0,0.0,78.0,[18],fr,0.001665,389180,0.0,0.0
39515,51 Degrees North,2015,0,0.0,0.0,"[53, 878, 18, 9648]",en,0.33804,262542,4.0,1.0
39516,Webmaster,1998,0,0.0,97.0,[878],en,0.47826,16909,5.0,9.0
39517,Charlie,2015,1900000,5900000.0,130.0,"[18, 10749]",ml,1.188662,372297,7.4,10.0
39518,Cartola - Música Para os Olhos,2007,0,0.0,0.0,[99],pt,0.00353,126043,0.0,0.0
39519,The Miki Howard Story,2016,0,0.0,81.0,"[18, 10770]",en,0.080215,405621,5.0,1.0
39520,The Devil Strikes at Night,1957,0,0.0,105.0,"[18, 80]",de,1.271944,103396,6.8,4.0
39521,The Sons of Great Bear,1966,0,0.0,98.0,"[18, 37]",de,0.359292,130957,5.0,1.0
39522,One Day Like Rain,2007,500000,0.0,90.0,"[18, 878]",en,0.152431,54893,4.7,3.0
39523,Here,2011,0,0.0,120.0,"[12, 18, 10749]",en,0.807712,98644,6.3,9.0
39524,Goldstone,2016,0,0.0,109.0,"[80, 53]",en,3.110447,393834,6.4,21.0
39525,Up for Love,2016,0,0.0,98.0,"[35, 10749]",fr,7.626166,366514,6.0,199.0
39526,Irène,2002,0,0.0,0.0,[35],fr,0.459399,63989,6.9,6.0
39527,The Benefactor,2015,0,0.0,90.0,[18],en,9.013856,328901,4.7,102.0
39528,Countdown,2016,0,0.0,90.0,"[53, 28, 80, 9648]",en,3.612867,388862,5.0,18.0
39529,Dead Sea,2014,500000,0.0,90.0,"[53, 28, 878, 27]",en,0.966179,263416,2.4,8.0
39530,"10,000 Black Men Named George",2002,0,0.0,90.0,[],en,0.002359,150871,0.0,0.0
39531,Lake Eerie,2016,0,0.0,104.0,"[53, 27, 878]",en,3.264722,316268,3.4,28.0
39532,La nostra terra,2014,0,0.0,0.0,"[18, 35]",it,0.200371,293516,6.0,4.0
39533,The Last King,2016,5455000,0.0,99.0,"[28, 12, 18]",no,50.949523,360249,5.2,47.0
39534,The Fury of the Wolf Man,1972,0,0.0,90.0,[27],en,0.670545,28406,6.7,3.0
39535,The Sound and the Shadow,2014,0,0.0,90.0,"[53, 35, 9648]",en,0.032596,362765,0.0,0.0
39536,My Friend Rockefeller,2015,0,0.0,87.0,[99],en,0.614048,368620,6.2,9.0
39537,Gypsies Are Found Near Heaven,1976,0,0.0,101.0,"[10749, 18]",en,0.925606,50186,7.0,5.0
39538,Califórnia,2015,0,0.0,90.0,[18],pt,0.960311,362876,7.7,11.0
39539,Nil Battey Sannata,2016,0,0.0,96.0,[18],hi,0.625451,361249,6.8,8.0
39540,The Married Couple of the Year Two,1971,0,0.0,98.0,"[12, 35, 36]",fr,0.982414,4279,5.8,11.0
39541,Prince of Broadway,2008,0,20400.0,102.0,"[35, 18]",en,0.154868,87081,6.7,3.0
39542,Rolling Papers,2015,0,0.0,77.0,[99],en,0.125909,324300,6.3,3.0
39543,Kismat Konnection,2008,4180000,11000000.0,153.0,"[18, 35, 10749, 10769]",hi,1.506777,15467,5.0,17.0
39544,Bitcoin: The End of Money as We Know It,2015,100000,0.0,60.0,[99],en,0.505016,349086,6.6,13.0
39545,The Irish Pub,2013,0,0.0,75.0,[99],en,0.188489,257026,8.6,5.0
39546,Alice in Wonderland,1903,0,0.0,9.0,[14],en,0.708323,41278,6.1,20.0
39547,"You, Me and Him",2007,0,0.0,18.0,[18],pt,0.34048,86531,5.6,8.0
39548,Fender Bender,2016,0,0.0,91.0,"[27, 53]",en,2.647952,397278,5.0,33.0
39549,Tale About the Cat and the Moon,1997,0,0.0,6.0,[16],pt,0.158473,67303,7.0,3.0
39550,The King of the Kickboxers,1990,0,0.0,99.0,[28],en,1.107843,68895,5.9,15.0
39551,The Emperor in August,2015,0,0.0,136.0,"[36, 10752, 18]",ja,1.388744,314837,7.0,5.0
39552,The Infiltrator,2016,25000000,15436808.0,127.0,"[80, 18, 53]",en,11.504398,325789,6.6,592.0
39553,Israel: Birth of a Nation,1995,0,0.0,100.0,"[36, 99]",en,0.042281,26351,4.0,1.0
39554,War Dogs,2016,40000000,86234523.0,114.0,"[35, 80, 18]",en,16.453573,308266,6.8,1392.0
39555,After the Wall: A World United,2011,0,0.0,0.0,[],en,0.007059,316003,0.0,0.0
39556,Homme Less,2015,0,0.0,81.0,[99],en,0.06521,353216,7.0,1.0
39557,Reality XL,2012,0,0.0,81.0,"[9648, 878]",de,0.009451,82664,0.0,0.0
39558,Double Daddy,2015,0,0.0,0.0,[53],en,1.650978,345054,4.9,8.0
39559,KidPoker,2015,0,0.0,88.0,[99],en,0.45676,400668,7.0,4.0
39560,Electoral Dysfunction,2012,0,0.0,90.0,"[99, 35]",en,0.01367,133736,0.0,0.0
39561,The Book of Daniel,2013,0,0.0,88.0,[14],en,0.281921,227859,6.0,5.0
39562,"Jia Zhangke, A Guy from Fenyang",2014,0,0.0,100.0,[99],en,0.157448,299751,0.0,0.0
39563,Boys on the Run,2010,0,0.0,114.0,"[35, 18, 10749]",ja,0.329866,55344,5.4,6.0
39564,Sunspring,2016,0,0.0,9.0,[878],en,1.124787,401387,6.6,7.0
39565,Friday,2016,0,0.0,87.0,[35],ru,1.00704,390880,6.0,11.0
39566,Mono,2016,0,0.0,88.0,[35],en,1.262927,405388,4.7,19.0
39567,Living in the Age of Airplanes,2015,0,0.0,47.0,[99],en,0.205058,292277,7.3,3.0
39568,The Lost Valentine,2011,0,0.0,100.0,"[10770, 10749, 18]",en,3.672708,61348,7.2,29.0
39569,Back in the Day,2016,0,0.0,121.0,[18],en,6.729595,368596,2.8,97.0
39570,Winds,2013,0,0.0,0.0,[18],el,0.236659,347981,4.8,2.0
39571,Undrafted,2016,0,0.0,100.0,"[35, 18, 10751]",en,1.198056,331393,7.2,10.0
39572,Zombie Nightmare,1987,0,0.0,89.0,[27],en,5.402952,31385,3.5,19.0
39573,Outlaws and Angels,2016,0,0.0,120.0,"[37, 18, 53]",en,2.148608,376501,5.3,29.0
39574,Brahman Naman,2016,0,0.0,94.0,[35],en,0.739455,373453,5.8,10.0
39575,To Steal from a Thief,2016,6700000,12118661.0,96.0,"[80, 53]",es,4.987123,351809,6.1,103.0
39576,A Beautiful Planet,2016,0,0.0,45.0,[99],en,0.878987,365997,6.3,12.0
39577,Helix,2015,0,0.0,98.0,"[28, 9648, 878]",en,1.287941,382651,4.9,10.0
39578,Collective Invention,2015,0,0.0,92.0,"[35, 18]",ko,0.368579,356201,5.8,8.0
39579,Daniel Tosh: People Pleaser,2016,0,0.0,62.0,[35],en,0.540652,392885,4.0,2.0
39580,Curse of the Crimson Altar,1968,0,0.0,87.0,"[27, 9648]",en,1.634974,28073,5.2,12.0
39581,These Birds Walk,2013,0,0.0,71.0,"[99, 18]",en,0.593678,175427,8.5,4.0
39582,Un grand cri d'amour,1998,0,0.0,,[35],fr,0.041901,237799,7.0,1.0
